captured_at_utc,run_label,sensor_under_test,known_distance_mm,cycle_id,s1_distance_mm,s1_valid,s1_sample_time_ms,s2_distance_mm,s2_valid,s2_sample_time_ms,s3_distance_mm,s3_valid,s3_sample_time_ms,scan_span_ms
2026-08-17T05:23:56.447964+00:00,s3-flat-board-1000mm,s3,1000.0,7662,1043.9,True,814292,,False,814327,1038.6,True,814362,70
2026-08-17T05:23:56.447964+00:00,s3-flat-board-1000mm,s3,1000.0,7663,1047.9,True,814400,,False,814435,1034.8,True,814471,71
2026-08-17T05:23:56.447964+00:00,s3-flat-board-1000mm,s3,1000.0,7664,1043.7,True,814506,1069.0,True,814541,1034.7,True,814576,70
2026-08-17T05:23:56.447964+00:00,s3-flat-board-1000mm,s3,1000.0,7665,1048.2,True,814611,,False,814646,1039.1,True,814681,70
2026-08-17T05:23:56.447964+00:00,s3-flat-board-1000mm,s3,1000.0,7666,1043.9,True,814717,,False,814752,1039.3,True,814787,70
2026-08-17T05:23:56.447964+00:00,s3-flat-board-1000mm,s3,1000.0,7667,1043.9,True,814823,1064.7,True,814858,1034.8,True,814894,71
2026-08-17T05:23:56.447964+00:00,s3-flat-board-1000mm,s3,1000.0,7668,1047.7,True,814929,,False,814964,1034.8,True,815000,71
2026-08-17T05:23:56.447964+00:00,s3-flat-board-1000mm,s3,1000.0,7669,1047.9,True,815035,,False,815070,1035.3,True,815106,71
2026-08-17T05:23:56.447964+00:00,s3-flat-board-1000mm,s3,1000.0,7670,1043.9,True,815141,,False,815176,1035.0,True,815212,71
2026-08-17T05:23:56.447964+00:00,s3-flat-board-1000mm,s3,1000.0,7671,1052.2,True,815247,,False,815282,1035.2,True,815318,71
2026-08-17T05:23:56.447964+00:00,s3-flat-board-1000mm,s3,1000.0,7672,1043.9,True,815353,,False,815388,1035.2,True,815424,71
2026-08-17T05:23:56.447964+00:00,s3-flat-board-1000mm,s3,1000.0,7673,1048.2,True,815459,,False,815494,1039.3,True,815530,71
2026-08-17T05:23:56.447964+00:00,s3-flat-board-1000mm,s3,1000.0,7674,1048.4,True,815565,,False,815600,1035.0,True,815636,71
2026-08-17T05:23:56.447964+00:00,s3-flat-board-1000mm,s3,1000.0,7675,1052.2,True,815671,,False,815706,1039.3,True,815742,71
2026-08-17T05:23:56.447964+00:00,s3-flat-board-1000mm,s3,1000.0,7676,1048.0,True,815777,,False,815812,1035.3,True,815848,71
2026-08-17T05:23:56.447964+00:00,s3-flat-board-1000mm,s3,1000.0,7677,578.1,True,815882,1064.7,True,815917,1035.2,True,815953,71
2026-08-17T05:23:56.447964+00:00,s3-flat-board-1000mm,s3,1000.0,7678,1052.2,True,815988,,False,816023,1035.0,True,816059,71
2026-08-17T05:23:56.447964+00:00,s3-flat-board-1000mm,s3,1000.0,7679,1043.7,True,816094,,False,816129,1035.2,True,816165,71
