captured_at_utc,run_label,sensor_under_test,known_distance_mm,cycle_id,s1_distance_mm,s1_valid,s1_sample_time_ms,s2_distance_mm,s2_valid,s2_sample_time_ms,s3_distance_mm,s3_valid,s3_sample_time_ms,scan_span_ms
2026-08-17T05:20:25.775665+00:00,s3-flat-board-500mm,s3,500.0,5687,511.1,True,603748,515.7,True,603784,504.0,True,603818,70
2026-08-17T05:20:25.775665+00:00,s3-flat-board-500mm,s3,500.0,5688,511.1,True,603854,515.7,True,603889,503.9,True,603924,70
2026-08-17T05:20:25.775665+00:00,s3-flat-board-500mm,s3,500.0,5689,511.1,True,603960,515.5,True,603995,504.2,True,604030,70
2026-08-17T05:20:25.775665+00:00,s3-flat-board-500mm,s3,500.0,5690,511.1,True,604066,515.5,True,604102,504.2,True,604136,70
2026-08-17T05:20:25.775665+00:00,s3-flat-board-500mm,s3,500.0,5691,510.9,True,604172,515.7,True,604208,504.0,True,604242,70
2026-08-17T05:20:25.775665+00:00,s3-flat-board-500mm,s3,500.0,5692,511.1,True,604278,515.5,True,604313,504.0,True,604349,71
2026-08-17T05:20:25.775665+00:00,s3-flat-board-500mm,s3,500.0,5693,511.2,True,604384,515.5,True,604419,504.2,True,604454,70
2026-08-17T05:20:25.775665+00:00,s3-flat-board-500mm,s3,500.0,5694,511.2,True,604490,515.5,True,604525,503.9,True,604560,70
2026-08-17T05:20:25.775665+00:00,s3-flat-board-500mm,s3,500.0,5695,511.2,True,604596,515.9,True,604632,504.2,True,604666,70
2026-08-17T05:20:25.775665+00:00,s3-flat-board-500mm,s3,500.0,5696,511.1,True,604702,515.5,True,604738,504.0,True,604772,70
2026-08-17T05:20:25.775665+00:00,s3-flat-board-500mm,s3,500.0,5697,511.2,True,604808,515.4,True,604844,504.0,True,604878,70
2026-08-17T05:20:25.775665+00:00,s3-flat-board-500mm,s3,500.0,5698,511.4,True,604914,515.7,True,604950,504.0,True,604984,70
2026-08-17T05:20:25.775665+00:00,s3-flat-board-500mm,s3,500.0,5699,511.1,True,605020,515.7,True,605056,504.2,True,605090,70
2026-08-17T05:20:25.775665+00:00,s3-flat-board-500mm,s3,500.0,5700,511.4,True,605126,,False,605161,504.2,True,605196,70
2026-08-17T05:20:25.775665+00:00,s3-flat-board-500mm,s3,500.0,5701,511.2,True,605232,515.7,True,605268,504.0,True,605302,70
2026-08-17T05:20:25.775665+00:00,s3-flat-board-500mm,s3,500.0,5702,511.1,True,605338,515.5,True,605373,504.2,True,605408,70
2026-08-17T05:20:25.775665+00:00,s3-flat-board-500mm,s3,500.0,5703,511.1,True,605444,515.5,True,605479,504.0,True,605514,70
2026-08-17T05:20:25.775665+00:00,s3-flat-board-500mm,s3,500.0,5704,511.1,True,605550,515.5,True,605586,504.0,True,605620,70
2026-08-17T05:20:25.775665+00:00,s3-flat-board-500mm,s3,500.0,5705,511.2,True,605656,515.7,True,605691,504.0,True,605727,71
2026-08-17T05:20:25.775665+00:00,s3-flat-board-500mm,s3,500.0,5706,510.9,True,605762,515.5,True,605798,503.9,True,605832,70
2026-08-17T05:20:25.775665+00:00,s3-flat-board-500mm,s3,500.0,5707,511.1,True,605868,515.7,True,605904,503.9,True,605939,71
2026-08-17T05:20:25.775665+00:00,s3-flat-board-500mm,s3,500.0,5708,511.1,True,605974,515.7,True,606009,504.0,True,606044,70
2026-08-17T05:20:25.775665+00:00,s3-flat-board-500mm,s3,500.0,5709,511.1,True,606080,515.7,True,606115,504.2,True,606150,70
2026-08-17T05:20:25.775665+00:00,s3-flat-board-500mm,s3,500.0,5710,511.1,True,606186,515.4,True,606222,504.2,True,606256,70
2026-08-17T05:20:25.775665+00:00,s3-flat-board-500mm,s3,500.0,5711,511.1,True,606292,515.7,True,606328,504.0,True,606362,70
2026-08-17T05:20:25.775665+00:00,s3-flat-board-500mm,s3,500.0,5712,511.2,True,606398,515.7,True,606434,504.0,True,606468,70
