captured_at_utc,run_label,sensor_under_test,known_distance_mm,cycle_id,s1_distance_mm,s1_valid,s1_sample_time_ms,s2_distance_mm,s2_valid,s2_sample_time_ms,s3_distance_mm,s3_valid,s3_sample_time_ms,scan_span_ms
2026-08-17T05:23:21.394041+00:00,s2-flat-board-1000mm,s2,1000.0,7333,1052.2,True,779373,1064.8,True,779408,1034.8,True,779443,70
2026-08-17T05:23:21.394041+00:00,s2-flat-board-1000mm,s2,1000.0,7334,1052.2,True,779479,,False,779514,1035.2,True,779549,70
2026-08-17T05:23:21.394041+00:00,s2-flat-board-1000mm,s2,1000.0,7335,1048.0,True,779585,1069.3,True,779620,1035.2,True,779655,70
2026-08-17T05:23:21.394041+00:00,s2-flat-board-1000mm,s2,1000.0,7336,1047.9,True,779690,1065.0,True,779725,1035.0,True,779760,70
2026-08-17T05:23:21.394041+00:00,s2-flat-board-1000mm,s2,1000.0,7337,1047.9,True,779796,1069.1,True,779831,1035.2,True,779866,70
2026-08-17T05:23:21.394041+00:00,s2-flat-board-1000mm,s2,1000.0,7338,584.1,True,779902,1069.3,True,779938,1034.8,True,779972,70
2026-08-17T05:23:21.394041+00:00,s2-flat-board-1000mm,s2,1000.0,7339,1047.9,True,780008,1060.7,True,780043,1035.3,True,780078,70
2026-08-17T05:23:21.394041+00:00,s2-flat-board-1000mm,s2,1000.0,7340,1048.0,True,780114,1060.4,True,780149,1035.5,True,780184,70
2026-08-17T05:23:21.394041+00:00,s2-flat-board-1000mm,s2,1000.0,7341,1047.9,True,780220,1064.8,True,780255,1035.2,True,780290,70
2026-08-17T05:23:21.394041+00:00,s2-flat-board-1000mm,s2,1000.0,7342,1048.2,True,780326,1069.1,True,780361,1035.0,True,780396,70
2026-08-17T05:23:21.394041+00:00,s2-flat-board-1000mm,s2,1000.0,7343,1047.9,True,780432,,False,780468,1034.7,True,780502,70
2026-08-17T05:23:21.394041+00:00,s2-flat-board-1000mm,s2,1000.0,7344,1048.2,True,780538,,False,780573,1035.2,True,780609,71
2026-08-17T05:23:21.394041+00:00,s2-flat-board-1000mm,s2,1000.0,7345,1052.2,True,780644,1069.6,True,780679,1035.5,True,780714,70
2026-08-17T05:23:21.394041+00:00,s2-flat-board-1000mm,s2,1000.0,7346,1048.2,True,780750,1069.1,True,780785,1035.2,True,780820,70
2026-08-17T05:23:21.394041+00:00,s2-flat-board-1000mm,s2,1000.0,7347,1052.2,True,780856,1069.1,True,780891,1035.2,True,780926,70
2026-08-17T05:23:21.394041+00:00,s2-flat-board-1000mm,s2,1000.0,7348,1052.3,True,780962,,False,780997,1035.5,True,781032,70
2026-08-17T05:23:21.394041+00:00,s2-flat-board-1000mm,s2,1000.0,7349,743.5,True,781067,,False,781103,1035.2,True,781137,70
2026-08-17T05:23:21.394041+00:00,s2-flat-board-1000mm,s2,1000.0,7350,571.4,True,781173,,False,781209,1039.5,True,781243,70
2026-08-17T05:23:21.394041+00:00,s2-flat-board-1000mm,s2,1000.0,7351,1047.9,True,781279,,False,781315,1039.5,True,781349,70
2026-08-17T05:23:21.394041+00:00,s2-flat-board-1000mm,s2,1000.0,7352,1043.9,True,781385,,False,781420,1035.3,True,781455,70
2026-08-17T05:23:21.394041+00:00,s2-flat-board-1000mm,s2,1000.0,7353,1048.0,True,781491,,False,781527,1035.2,True,781562,71
2026-08-17T05:23:21.394041+00:00,s2-flat-board-1000mm,s2,1000.0,7354,1056.4,True,781597,,False,781632,1035.2,True,781668,71
2026-08-17T05:23:21.394041+00:00,s2-flat-board-1000mm,s2,1000.0,7355,1052.2,True,781703,,False,781738,1039.5,True,781773,70
2026-08-17T05:23:21.394041+00:00,s2-flat-board-1000mm,s2,1000.0,7356,1047.9,True,781809,,False,781844,1035.5,True,781879,70
2026-08-17T05:23:21.394041+00:00,s2-flat-board-1000mm,s2,1000.0,7357,1048.0,True,781915,,False,781950,1039.5,True,781985,70
2026-08-17T05:23:21.394041+00:00,s2-flat-board-1000mm,s2,1000.0,7358,1047.7,True,782021,1073.8,True,782056,1035.2,True,782091,70
2026-08-17T05:23:21.394041+00:00,s2-flat-board-1000mm,s2,1000.0,7359,1048.0,True,782127,1069.3,True,782162,1035.3,True,782197,70
2026-08-17T05:23:21.394041+00:00,s2-flat-board-1000mm,s2,1000.0,7360,1048.0,True,782233,1073.6,True,782268,1035.5,True,782303,70
2026-08-17T05:23:21.394041+00:00,s2-flat-board-1000mm,s2,1000.0,7361,1052.2,True,782339,1069.3,True,782374,1035.7,True,782409,70
2026-08-17T05:23:21.394041+00:00,s2-flat-board-1000mm,s2,1000.0,7362,1048.2,True,782445,1069.3,True,782480,,False,782515,70
2026-08-17T05:23:21.394041+00:00,s2-flat-board-1000mm,s2,1000.0,7363,1048.4,True,782567,1069.3,True,782602,1039.5,True,782637,70
2026-08-17T05:23:21.394041+00:00,s2-flat-board-1000mm,s2,1000.0,7364,1047.9,True,782672,1069.3,True,782708,1035.5,True,782743,71
2026-08-17T05:23:21.394041+00:00,s2-flat-board-1000mm,s2,1000.0,7365,1048.0,True,782778,,False,782813,1035.5,True,782849,71
2026-08-17T05:23:21.394041+00:00,s2-flat-board-1000mm,s2,1000.0,7366,1047.9,True,782884,,False,782919,1039.5,True,782955,71
2026-08-17T05:23:21.394041+00:00,s2-flat-board-1000mm,s2,1000.0,7367,1047.9,True,782990,,False,783026,1039.5,True,783060,70
2026-08-17T05:23:21.394041+00:00,s2-flat-board-1000mm,s2,1000.0,7368,1048.2,True,783096,,False,783132,1035.2,True,783166,70
2026-08-17T05:23:21.394041+00:00,s2-flat-board-1000mm,s2,1000.0,7369,1048.0,True,783202,1069.1,True,783237,1039.5,True,783272,70
2026-08-17T05:23:21.394041+00:00,s2-flat-board-1000mm,s2,1000.0,7370,1047.9,True,783308,1065.2,True,783343,1035.0,True,783378,70
